7157,17363,0.0093606,1,2,3,4,4
7159,17379,0.001489,1,2,3,4,4
7162,13473,0.037568,1,2,3,4,4
7242,17411,0.0073984,1,2,3,4,4
7245,17397,0.090722,1,2,3,NaN,3
7260,17415,0.0062949,1,2,3,4,4
7310,17196,0.0013496,1,2,3,NaN,3
7326,17428,0.0052468,1,2,3,4,4
7339,13420,0.045442,1,2,3,4,4
7380,16832,0.14573,1,2,3,4,4
7384,16246,0.6565,1,2,3,4,4
7387,17460,0.015239,1,2,3,NaN,3
7410,17429,0.0082613,1,2,3,4,4
7531,17527,0.014246,1,2,3,4,4
7569,17548,0.052761,1,2,3,NaN,3
7645,17573,0.017205,1,2,3,4,4
7665,17566,0.00096481,1,2,3,4,4
7685,17629,0.021511,1,2,3,4,4
7766,17621,0.025581,1,2,NaN,NaN,2
7770,17649,0.01222,1,2,NaN,NaN,2
7778,17688,0.12511,1,2,3,4,4
7784,17673,0.039219,1,2,3,NaN,3
7822,17723,0.0047307,1,2,3,4,4
7843,17734,0.018439,1,2,3,4,4
7867,17648,0.012717,1,2,NaN,NaN,2
7906,17543,0.023439,1,2,NaN,NaN,2
7922,17794,0.023179,1,2,NaN,NaN,2
8013,17741,0.05565,1,2,NaN,NaN,2
8089,17820,0.00964,1,2,NaN,NaN,2
8098,17838,0.017462,1,2,3,4,4
8121,17868,0.010587,1,2,NaN,NaN,2
8130,17871,0.0020386,1,2,NaN,NaN,2
8154,17650,0.058179,1,2,NaN,NaN,2
8155,17776,0.0030088,1,2,NaN,NaN,2
8187,17523,0.011132,1,2,NaN,NaN,2
8210,17904,0.0023693,1,2,NaN,NaN,2
8233,17926,0.063151,1,2,NaN,NaN,2
8368,124926,0.071149,1,2,NaN,NaN,2
8385,17952,0.023242,1,2,3,4,4
8392,17950,0.0091544,1,2,3,4,4
8436,17962,0.083742,1,2,3,4,4
8447,17971,0.0081705,1,2,NaN,NaN,2
8485,17994,0.009073,1,2,NaN,NaN,2
8490,17651,0.025925,1,2,NaN,NaN,2
8514,17694,0.011014,1,2,NaN,NaN,2
8526,15305,0.0051737,1,2,NaN,NaN,2
8549,18013,0.0018355,1,2,3,4,4
8617,121410,0.10998,1,2,NaN,NaN,2
8630,83835,0.075115,1,2,NaN,NaN,2
8652,17717,0.0019016,1,2,NaN,NaN,2
8658,122800,0.012429,1,2,NaN,NaN,2
8669,105490,0.043112,1,2,NaN,NaN,2
8698,105170,0.012347,1,2,NaN,NaN,2
8718,116530,0.00030583,1,2,NaN,NaN,2
8724,18094,0.17314,1,2,NaN,NaN,2
8736,17878,0.028353,1,2,NaN,NaN,2
8747,120680,0.066795,1,2,NaN,NaN,2
8770,106570,0.025538,1,2,NaN,NaN,2
8771,117260,0.010856,1,2,NaN,NaN,2
8781,18121,0.039247,1,2,NaN,NaN,2
8795,139270,0.0253,1,2,NaN,NaN,2
8796,113220,0.0021412,1,2,NaN,NaN,2
8808,85005,0.067098,1,2,NaN,NaN,2
8856,93204,0.075151,1,2,NaN,NaN,2
8888,91855,0.011375,1,2,NaN,NaN,2
8889,90683,0.055552,1,2,NaN,NaN,2
8907,16602,0.010273,1,2,NaN,NaN,2
8937,18093,0.0011634,1,2,NaN,NaN,2
8948,18207,0.045865,1,2,NaN,NaN,2
8976,18228,0.0032047,1,2,NaN,NaN,2
9004,94028,0.015004,1,2,NaN,NaN,2
9006,18213,0.012173,1,2,NaN,NaN,2
9021,120220,0.010465,1,2,NaN,NaN,2
9022,18265,0.0027761,1,2,NaN,NaN,2
9044,99949,0.0096651,1,2,NaN,NaN,2
9062,86061,0.05021,1,2,NaN,NaN,2
9077,83010,0.0044097,1,2,NaN,NaN,2
9080,91460,0.029174,1,2,NaN,NaN,2
9089,105630,0.036609,1,2,NaN,NaN,2
9154,82063,0.076644,1,2,NaN,NaN,2
9156,18299,0.008919,1,2,NaN,NaN,2
9171,13550,0.17314,1,2,NaN,NaN,2
9219,118990,0.052673,1,2,NaN,NaN,2
9339,18377,0.0043716,1,2,NaN,NaN,2
9374,18382,0.0032458,1,2,NaN,NaN,2
9467,18406,0.0053561,1,2,NaN,NaN,2
